4,0:-4, -6, -6, 2, 4, -8, -14, -6, -2, 2
4,0:-4, -6, -6, 2, 4, -8, -14, -6, -2, 4
4,0:-4, -6, -6, 2, 4, -8, -14, -6, -2, 6
4,0:-4, -6, -6, 2, 4, -8, -14, -6, 4, -6
4,0:-4, -6, -6, 2, 4, -8, -14, -6, 4, -4
4,0:-4, -6, -6, 2, 4, -8, -14, -6, 4, -2
10,5:-4, -6, 6, 10, -14, 12, 8, 16, -4, 16
7,-4:-4, -4, -8, -12, -8, -6, -16, -28, -8, 8
7,-4:-4, -4, -8, -12, -8, -6, -16, -28, -8, 10
7,-4:-4, -4, -8, -12, -8, -6, -16, -28, -8, 12
7,-4:-4, -4, -8, -12, -8, -6, -16, -28, 8, -8
8,7:-4, -4, -8, -10, -20, -6, 18, 10, 0, 6
8,7:-4, -4, -8, -10, -20, -6, 18, 10, 0, 8
8,7:-4, -4, -8, -10, -20, -6, 18, 10, 0, 10
8,7:-4, -4, -8, -10, -20, -6, 18, 10, 6, -2
8,7:-4, -4, -8, -10, -20, -6, 18, 10, 6, 0
8,7:-4, -4, -8, -10, -20, -6, 18, 10, 6, 2
4,-5:-4, 0, -12, -10, -4, 6, 10, 2, -8, -2
4,-5:-4, 0, -12, -10, -4, 6, 10, 2, -8, 0
4,-5:-4, 0, -12, -10, -4, 6, 10, 2, -8, 2
4,-5:-4, 0, -12, -10, -4, 6, 10, 2, -2, -10
4,-5:-4, 0, -12, -10, -4, 6, 10, 2, -2, -8
4,-5:-4, 0, -12, -10, -4, 6, 10, 2, -2, -6
-2,7:-4, 0, -8, -2, -8, -6, 6, 6, -2, -8
-2,7:-4, 0, -8, -2, -8, -6, 6, 6, -2, -6
-2,7:-4, 0, -8, -2, -8, -6, 6, 6, -2, -4
-2,-8:-4, 0, -2, -8, -24, -14, -6, 10, -4, 6
7,4:-4, 0, 4, -6, -2, 0, 4, -10, -2, 4
7,4:-4, 0, 4, -6, -2, 0, 4, -10, -2, 6
7,4:-4, 0, 4, -6, -2, 0, 4, -10, -2, 8
7,4:-4, 0, 4, -6, -2, 0, 4, -10, 4, -4
7,4:-4, 0, 4, -6, -2, 0, 4, -10, 4, -2
7,4:-4, 0, 4, -6, -2, 0, 4, -10, 4, 0
7,4:-4, 0, 4, -6, -2, 0, 4, -2, 4, -10
-5,5:-4, 2, 6, 2, 6, -2, -8, 4, -8, -2
-5,5:-4, 2, 6, 2, 6, -2, -8, 4, -8, 0
-5,5:-4, 2, 6, 2, 6, -2, -8, 4, -8, 2
24,-6:-4, 4, -10, -2, -16, -16, -14, -30, -28, -24
24,-6:-4, 4, -10, -2, -16, -16, -14, -30, -28, -22
24,-6:-4, 4, -10, -2, -16, -16, -14, -30, -28, -20
24,-6:-4, 4, -10, -2, -16, -16, -14, -30, -22, -32
24,-6:-4, 4, -10, -2, -16, -16, -14, -30, -22, -30
24,-6:-4, 4, -10, -2, -16, -16, -14, -30, -22, -28
3,-6:-4, 4, -2, -12, 6, -16, -10, 2, -8, -2
3,-6:-4, 4, -2, -12, 6, -16, -10, 2, -8, 0
3,-6:-4, 4, -2, -12, 6, -16, -10, 2, -8, 2
3,-6:-4, 4, -2, -12, 6, -16, -10, 2, -2, -10
3,-6:-4, 4, -2, -12, 6, -16, -10, 2, -2, -8
3,-6:-4, 4, -2, -12, 6, -16, -10, 2, -2, -6
-2,-6:-4, 4, 4, 4, 10, -10, -14, -6, -2, 2
-2,-6:-4, 4, 4, 4, 10, -10, -14, -6, -2, 4
-2,-6:-4, 4, 4, 4, 10, -10, -14, -6, -2, 6
-2,-6:-4, 4, 4, 4, 10, -10, -14, -6, 4, -6
-2,-6:-4, 4, 4, 4, 10, -10, -14, -6, 4, -4
-2,-6:-4, 4, 4, 4, 10, -10, -14, -6, 4, -2
