10,-20:-4, -6, -8, -16, -22, -20, -18, -8, -12, -8
0,4:-4, -6, -6, -14, -14, -6, -10, -8, 12, 4
3,-2:-4, -6, -6, -4, 10, 6, 2, 10, 12, 0
5,-10:-4, -6, 6, 6, 2, -8, -6, 0, 4, 2
5,-10:-4, -6, 6, 6, 2, -8, -6, 0, 4, 4
5,-10:-4, -6, 6, 6, 2, -8, -6, 0, 4, 6
3,1:-4, -6, 6, 10, 12, 8, 0, 12, 0, 2
3,1:-4, -6, 6, 10, 12, 8, 0, 12, 0, 4
3,1:-4, -6, 6, 10, 12, 8, 0, 12, 0, 6
8,9:-4, -4, 2, 10, 8, -12, 0, -14, -14, -8
8,9:-4, -4, 2, 10, 8, -12, 0, -8, -12, -10
8,9:-4, -4, 2, 10, 8, -12, 0, -8, -6, -8
8,9:-4, -4, 2, 10, 8, -12, 0, -8, -6, -6
3,11:-4, 0, -12, -10, -6, 2, -10, 10, -8, -2
12,-16:-4, 0, -12, 10, -10, -22, -26, -4, 4, -10
12,-16:-4, 0, -12, 10, -10, -22, -26, -4, 4, -6
12,-16:-4, 0, -12, 10, -10, -22, -26, -4, 4, 0
10,17:-4, 0, 0, 10, -6, -8, 0, 8, -4, -16
10,17:-4, 0, 0, 10, -6, -8, 0, 8, -4, -12
8,-2:-4, 4, -8, -16, 6, 0, -6, -8, 14, -14
