6,6,10,2,2,16
-4,-4,2,-8,8,4
-4,-6,6,6,0,-12
6,6,2,-4,-2,6
6,-2,-16,28,28,-16
-4,-4,-6,-14,-8,12
6,6,10,-18,2,2,16
-4,-4,2,-8,-18,8,4
6,6,10,-14,2,2,16
-4,2,6,0,8,-2,-14
6,-2,4,28,28,-16,-16
-4,2,6,2,0,-4,-10
-4,2,6,2,6,-4,-10
-4,2,6,6,-12,0,-12
-4,-4,2,12,18,18,-8
6,6,10,-4,2,2,16
-4,-6,-4,-8,-14,-20,-4
6,6,10,2,2,-22,16
6,6,10,2,2,-2,16
-4,-14,-2,2,-6,-6,8
6,-2,0,-10,0,8,4
-4,-12,-14,-4,6,2,0
6,-2,-16,28,-2,28,-16
6,-2,-16,28,10,28,-16
6,-2,-16,28,16,28,-16
-4,4,-8,-16,-16,-18,-28
-4,4,-2,-14,-4,-12,4
6,6,-2,16,0,-12,4
6,-2,4,-2,-16,2,-16
6,6,2,-4,-2,18,6
-4,-4,8,10,16,22,12
6,6,16,4,6,-6,2
-4,0,6,-6,-8,-14,2
-4,2,0,-8,-14,-14,-6
-4,-6,6,6,0,8,-12
-4,-6,6,6,0,10,-12
-4,-6,6,6,0,14,-12
-4,-6,6,6,0,26,-12
-4,-6,6,6,0,26,-6
-4,-14,20,10,12,12,20
-4,-12,-8,-10,-22,-14,2
-4,0,-4,-6,-16,-8,2
6,-2,-20,28,28,-22,-16
6,-2,-20,28,28,-14,-16
-4,-12,-6,-14,-4,-6,-4
-4,-4,-2,-8,-4,-10,-20
-4,0,-8,-12,-8,20,6
6,-2,-16,20,32,30,-16
-4,0,-8,-4,-8,-14,0
-4,0,0,4,-2,2,2
6,6,8,8,6,-6,6
-4,0,-12,-4,-14,-22,-6
-4,0,-12,0,-6,-12,4
-4,-6,-8,-18,-6,-18,-2
-4,0,-2,6,6,-6,2,-12
-4,0,-2,6,8,6,-6,10
6,6,10,-4,-10,2,2,16
-4,0,6,8,-16,-8,-14,-8
-4,-4,6,-8,-16,-26,-10,-12
6,6,10,-4,-8,2,2,16
6,6,10,-4,2,-22,2,16
6,6,16,-18,-10,-8,4,6
-4,-4,6,-8,-6,-16,12,4
6,6,10,14,2,16,10,-6
6,6,10,-4,2,2,-12,16
6,6,10,-4,2,2,-8,16
6,6,10,-4,2,2,0,16
-4,0,0,-6,4,6,-4,-20
-4,0,-12,-12,-6,4,-2,-6
6,6,10,-2,-10,2,2,16
6,6,16,4,6,-22,-6,2
6,6,16,4,6,-18,-6,2
6,6,16,4,6,-6,-12,2
6,6,16,4,6,-6,8,2
-4,-12,-8,-10,-26,-22,-14,2
-4,-12,-8,-10,-24,-22,-14,2
-4,-12,-8,-10,-22,-20,-14,2
-4,-12,-8,-10,-22,-16,-14,2
-4,-12,-8,-10,-22,-14,6,2
-4,0,4,-4,-4,-6,-10,-8
-4,-14,20,16,10,12,32,20
-4,0,4,4,-12,6,4,-2
-4,0,4,4,2,2,18,-2
-4,0,-4,-6,-14,-10,-8,2
-4,-4,-4,-8,-18,6,8,4
-4,-4,10,-8,8,-6,-2,-12
6,-2,10,4,-2,-16,2,-16
-4,-14,-2,2,-6,-6,-10,8
-4,-14,-2,2,-6,-6,18,8
-4,-14,-2,2,-6,-6,20,8
-4,0,10,-6,-2,-8,-10,0
6,-2,-18,28,32,28,-22,-16
6,-2,-20,20,32,-22,30,-16
-4,4,-2,-14,-4,-4,-6,-14
-4,-12,-14,0,-10,-4,-6,-8
-4,-12,-14,0,-10,-2,2,-8
6,6,2,12,8,0,10,16
6,6,10,2,10,8,8,0
6,6,6,-8,-6,-12,2,6
6,6,6,-8,-6,2,-6,6
-4,-4,-8,-10,-12,8,-22,-8
-4,4,-12,-6,-6,-4,10,-4
-4,4,-12,-6,-2,-4,-6,-8
-4,0,0,6,10,2,12,6
6,-2,0,-10,0,8,-30,4
6,-2,0,-10,0,8,-28,4
6,-2,0,-10,0,8,-26,4
6,-2,0,-10,0,8,16,4
6,-2,0,-10,0,8,24,4
6,-2,4,-2,-16,2,-10,-16
6,-2,4,-2,-16,2,-6,-16
6,-2,4,-2,-16,2,-2,-16
-4,-4,-2,12,10,0,0,-4
-4,-12,-8,-10,-20,-16,-14,2
6,-2,0,-4,-10,0,8,4
-4,-12,-8,-10,-20,-8,-10,6
-4,0,-8,-12,-8,-16,20,6
-4,-4,2,-8,-18,8,-20,4
-4,0,-8,-12,-8,-10,20,6
-4,0,-8,-12,-8,-2,20,6
-4,0,-8,-12,-8,0,20,6
-4,0,-8,-12,-8,20,24,6
-4,-4,8,-14,6,8,-6,-4
6,6,10,-2,-6,-10,14,2
6,6,2,-6,-4,-4,-2,6
6,6,2,-6,8,16,6,12
-4,2,6,-8,-4,2,-24,-8
-4,2,6,-8,-2,-8,0,-6
6,6,10,-2,0,2,2,16
-4,-4,-8,0,-4,-14,-12,-10
6,6,10,-18,2,-18,2,16
6,-4,6,6,10,2,2,16
6,6,10,-18,2,-14,2,16
6,6,10,-18,2,-12,2,16
6,6,10,-18,2,-4,2,16
6,6,10,-18,2,0,14,0
6,6,10,-18,2,2,-2,16
6,6,10,-14,-18,2,2,16
6,-2,-16,28,10,20,30,-16
6,-2,-16,28,10,28,16,-16
6,-2,-16,28,10,32,28,-16
6,6,10,-14,-14,-26,4,-10
-4,-4,-4,-8,-10,12,2,-6
6,-2,-16,28,16,28,20,-16
6,-2,-16,28,16,32,28,-16
6,-2,-16,28,20,32,30,-16
6,6,10,-14,-14,2,2,16
-4,-4,-4,-8,0,-4,-10,-20
6,6,10,-14,-12,2,2,16
6,6,10,-14,-10,2,2,16
6,6,10,-14,2,2,-8,16
6,6,10,-14,2,2,-6,16
6,6,10,-14,2,2,0,16
-4,-12,0,6,6,12,10,2
-4,-4,-4,-8,12,2,14,6
6,6,10,22,2,12,2,-6
-4,0,4,4,6,8,0,-2
-4,0,4,6,-16,-22,-28,-12
-4,0,-12,-8,-18,-24,-22,-14
-4,0,10,-4,-6,-4,6,-8
-4,0,10,-4,2,-6,-22,-24
-4,0,10,-2,-22,-22,-6,2
-4,-14,-2,-6,20,20,20,18
-4,0,0,4,-6,4,4,-4
-4,0,8,-6,-8,-14,10,2
-4,0,-8,-12,6,0,2,-14
-4,-6,-6,0,-2,-6,-10,-4
6,6,6,-6,-8,2,-8,8
-4,-6,-6,2,4,0,-8,4
-4,0,-8,-4,-10,-8,-16,0
6,-2,-26,4,-22,12,-22,-10
-4,-14,-2,10,2,-6,-6,8
-4,-12,-4,6,-12,4,-4,2
-4,-12,-4,6,-12,14,12,18
6,6,6,4,-2,6,-8,-12
6,-2,-20,28,32,-22,28,-16
6,-2,-16,-18,-10,-18,-16,-2
6,6,6,6,-10,-14,6,-2
-4,-6,6,4,0,4,-8,8
-4,-12,-4,6,-4,-8,0,8
-4,-12,-8,-4,-14,-4,-12,-4
-4,-6,6,6,0,-16,-6,-12
-4,-6,6,6,0,-16,-4,-12
6,6,6,6,6,8,6,8
-4,-6,6,6,0,8,14,-12
-4,-6,6,6,0,8,26,-12
-4,-6,6,6,0,10,14,-12
-4,-6,6,6,0,10,26,-12
-4,-6,6,6,0,26,-2,-12
-4,-6,6,6,0,26,2,-12
-4,-6,6,6,0,26,14,-12
-4,-6,6,6,0,26,18,-12
-4,-6,6,6,0,26,24,-12
6,-2,-34,0,-10,0,8,4
6,-2,-20,-22,-20,28,28,-16
-4,2,2,-8,-10,-16,-14,-6
-4,-12,-8,2,6,-16,-20,-6
6,-2,-20,-22,-2,28,28,-16
6,-2,4,16,-16,28,28,-16
6,-2,-24,-24,-32,-20,28,14
-4,0,-16,-14,0,-6,-12,4
6,6,10,0,-12,2,2,16
-4,0,-8,-4,-2,-4,8,-12
6,-2,4,20,32,-16,30,-16
-4,0,-8,-4,8,-2,10,6
-4,4,0,0,-8,-14,-14,-6
-4,0,-8,-2,-14,-22,-6,-6
-4,-4,8,-14,10,16,22,12
6,-2,4,28,28,-16,0,-16
-4,-4,8,-8,-18,-6,-8,8
6,-2,4,28,28,-16,8,-16
6,-2,4,28,32,-16,28,-16
-4,-4,8,-8,-10,10,16,-10
-4,0,-4,-2,-6,-10,-18,-12
-4,0,-8,-2,10,6,-2,-12
-4,4,-10,-6,-14,2,8,-6
-4,-4,8,0,-8,-18,10,-6
6,-2,-34,-32,-28,-28,10,-12
-4,-4,8,0,-8,4,-10,14
6,-2,-2,16,28,28,-16,-16
-4,-4,8,0,-8,12,-4,12
6,6,10,4,-22,-22,0,0
-4,-4,2,-8,10,8,4,4
6,-2,-2,20,32,30,-16,-16
-4,0,-4,6,8,-4,6,12
-4,4,-10,-2,-20,-18,-24,-8
-4,4,-10,-2,-18,-10,-14,0
-4,-14,-12,-2,20,12,18,20
6,-2,0,-10,-22,0,8,4
-4,-4,2,-6,12,14,6,8
6,6,10,12,-22,-22,0,0
6,6,8,-4,-4,2,2,-4
-4,-14,-12,20,28,16,28,20
6,6,2,-2,-2,-4,-10,4
6,-2,0,-10,-20,0,8,4
6,-2,-18,-10,-18,-18,-18,-8
-4,-4,-4,-4,2,0,-12,4
6,-2,-24,0,-10,0,8,4
-4,2,6,2,0,-4,4,-10
-4,2,6,2,0,-4,12,-10
-4,2,6,2,6,-4,6,-10
-4,-4,-4,4,10,-4,4,10
-4,-4,-4,4,10,0,-4,-10
6,6,10,-22,-22,-24,-22,-10
-4,2,6,2,8,12,-4,-10
6,6,14,8,-4,6,-6,6
-4,2,6,2,12,-4,2,4
6,-2,0,-8,-10,0,8,4
-4,-12,-8,8,10,8,14,-10
-4,-4,10,8,0,0,2,-12
6,6,14,16,-4,0,-12,4
-4,-12,-6,-16,-4,-6,-14,2
6,-2,-20,-22,4,-2,2,-16
-4,-12,-4,6,8,-4,8,0
6,-2,-20,-22,4,28,28,-16
-4,-12,-4,6,14,-2,4,0
6,-2,-20,-22,10,28,28,-16
-4,-12,-4,6,18,4,8,10
6,-2,0,-2,-10,0,8,4
-4,-14,-2,10,10,0,20,16
-4,-12,0,-12,-2,6,2,-14
-4,-12,0,-12,-2,6,6,2
-4,-12,0,-12,6,6,6,4
-4,-12,0,-12,6,6,10,4
-4,-12,0,-12,6,10,6,4
-4,-12,0,-10,-16,-18,-20,-12
-4,0,-12,0,-6,-24,-12,4
-4,-14,-2,0,0,-2,-14,-2
-4,0,-12,0,-6,-22,-12,4
-4,0,-12,0,-6,-18,-12,4
-4,0,-12,0,-6,-12,-26,4
-4,0,6,-6,-20,-8,-14,2
-4,0,6,-6,-18,-8,-14,2
-4,0,6,-6,-8,-14,4,2
-4,0,6,-6,-8,-14,6,2
-4,4,0,6,0,8,-2,-14
-4,4,0,6,2,0,-4,-10
6,-2,10,0,-16,28,28,-16
-4,-14,-2,-10,-10,20,16,4
-4,0,-12,4,6,6,-6,10
-4,4,-8,-16,-16,-18,0,-28
-4,4,-8,-16,-16,-18,6,-28
-4,0,10,-2,-6,-4,-16,-2
-4,0,-12,8,10,0,2,18
6,6,2,0,-4,8,16,8
-4,4,-8,-14,-20,-26,2,-10
6,6,2,2,8,12,-2,20
-4,-12,-6,-2,4,-8,-14,2
6,-4,-4,-6,6,6,0,-12
-4,-4,-4,12,-4,2,6,12
6,-2,0,-10,-16,0,8,4
-4,-4,-6,2,-8,-8,-4,4
-4,-4,-4,12,18,14,10,-6
-4,-6,-8,-4,-14,-20,-20,-12
6,6,16,-18,-20,-8,4,6
6,6,16,-18,-12,-8,4,6
-4,4,4,4,4,-8,8,20
-4,0,-2,-8,-24,-22,-2,-14
-4,2,-12,-8,-18,-6,-18,-2
-4,2,-12,-4,-8,-14,-20,-4
-4,-12,-8,-14,-14,-2,-4,-12
-4,-12,-8,-14,-12,-14,-2,-2
-4,-12,-8,-14,-10,-8,-8,-2
-4,-12,-8,-14,-10,-6,-10,-2
-4,-12,-8,-14,-8,-10,8,-18
6,-4,-4,-8,2,-4,18,12
6,-2,-16,-6,-12,-16,-6,14
-4,2,6,6,-12,0,8,-12
-4,2,6,6,-12,0,10,-12
-4,2,6,6,-12,0,14,-12
-4,2,6,6,-12,0,26,-12
-4,2,6,6,-12,0,26,-6
6,-4,-4,-8,4,8,8,0
-4,-14,20,12,16,12,12,20
-4,-4,10,-8,-10,-10,-8,8
6,-2,-20,16,28,-22,28,-16
-4,0,4,-6,-4,-12,-24,-8
6,-2,0,-6,-10,0,8,4
-4,-4,-6,-16,-8,-6,-14,12
-4,-12,-6,0,6,-8,4,-4
-4,-14,-2,-10,8,-8,-20,-4
6,-2,0,-6,-10,20,14,28
-4,-14,-2,-6,-16,-4,-12,-22
-4,-14,-2,-6,-12,-10,10,-2
6,-4,-4,-4,-8,2,8,4
6,-4,-4,-4,-6,-14,-8,12
-4,0,10,-2,8,16,2,8
-4,-12,0,-8,6,6,0,-12
-4,0,10,6,-12,-16,-22,-8
-4,-14,-2,2,-26,-6,-6,8
6,6,2,6,-8,8,0,-4
-4,-14,-2,2,-22,-6,-6,8
-4,-14,-2,2,-12,-6,-6,8
-4,-6,-14,2,0,-2,-18,-32
-4,-6,-14,2,8,10,-14,-8
-4,-6,-8,-18,-20,-6,-18,-2
6,-2,-26,-18,-18,-24,-22,-30
6,6,-2,-2,-2,-12,6,14
6,6,10,2,0,-8,2,2
6,6,10,2,0,-8,8,2
-4,0,-2,-4,-4,4,-4,18
-4,-4,2,12,18,12,8,-12
6,6,10,2,2,-22,-22,16
6,6,10,2,2,-22,-20,16
6,6,10,2,2,-22,-12,16
6,6,10,2,2,-22,-2,16
6,6,10,2,2,-8,-6,16
6,6,10,2,2,-8,-2,16
6,6,10,2,2,-2,-4,16
-4,-6,-8,-16,-22,-28,-26,-18
-4,-4,-6,10,-8,-24,-22,-18
-4,-4,-2,-8,-10,-12,-20,12
-4,-4,-2,-8,-4,-10,-6,-20
-4,-4,-2,-8,-4,-10,-4,-20
-4,-4,-2,-8,-4,-10,-2,-20
-4,-4,-2,-8,-4,-10,0,-20
-4,-4,-2,-8,-4,-10,2,-20
-4,-4,-2,-8,-4,-10,4,-20
-4,-4,-2,-8,-4,-10,6,-20
-4,-4,-2,-8,-4,-10,14,-20
-4,-4,-2,-8,-4,-10,16,-20
-4,-4,-2,-8,-4,-10,18,-20
-4,0,6,2,10,8,8,18
