1,8:-4, -11, -11, 0, -7, -9
4,4:-4, -11, -10, -9, -20, -9
4,4:-4, -11, -10, -8, -9, -23
4,4:-4, -11, -10, -8, -9, -18
4,4:-4, -11, -10, -8, -9, -17
4,4:-4, -11, -10, -8, -9, -12
14,-3:-4, 4, -10, 0, -1, -14
9,-1:-4, 4, 3, 1, 2, 5
9,-1:-4, 4, 3, 1, 2, 10
9,-1:-4, 4, 3, 1, 2, 11
9,-1:-4, 4, 3, 1, 2, 16
9,-1:-4, 4, 3, 1, 5, 2
13,-4:-4, 4, 4, -7, 0, 2
-2,13:5, -3, -6, 11, 2, 15
-3,12:5, -3, -3, 8, 1, -1
0,8:5, -3, -2, -1, -12, -1
0,8:5, -3, -2, 0, -1, -15
0,8:5, -3, -2, 0, -1, -10
0,8:5, -3, -2, 0, -1, -9
0,8:5, -3, -2, 0, -1, -4
10,1:5, 12, -2, 8, 7, -6
5,3:5, 12, 11, 9, 10, 13
5,3:5, 12, 11, 9, 10, 18
5,3:5, 12, 11, 9, 10, 19
5,3:5, 12, 11, 9, 10, 24
5,3:5, 12, 11, 9, 13, 10
9,0:5, 12, 12, 1, 8, 10
