4,-4:-4, -13, -8, -2, -9, -15, -1, 2
4,-4:-4, -13, -8, -2, -9, -15, -1, 5
0,5:-4, -11, -14, 4, 5, -1, -8, 5
0,5:-4, -11, -14, 4, 5, -1, -8, 12
0,5:-4, -11, -14, 4, 5, -1, -8, 15
0,5:-4, -11, -14, 4, 5, -1, -8, 16
0,5:-4, -11, -14, 4, 5, -1, 12, -8
0,0:5, -5, 0, 6, -1, -7, 7, 9
0,0:5, -5, 0, 6, -1, -7, 7, 10
0,0:5, -5, 0, 6, -1, -7, 7, 13
-4,9:5, -3, -6, 12, 13, 7, 0, 13
-4,9:5, -3, -6, 12, 13, 7, 0, 20
-4,9:5, -3, -6, 12, 13, 7, 0, 23
-4,9:5, -3, -6, 12, 13, 7, 0, 24
-4,9:5, -3, -6, 12, 13, 7, 20, 0
