0,0:-4, 2, 1, -5, 2, 8, -6, -9
0,0:-4, 2, 1, -5, 2, 8, -6, -8
9,-4:-4, 4, 7, -11, -12, -23, -6, 1
9,-4:-4, 4, 7, -11, -12, -6, 1, -23
9,-4:-4, 4, 7, -11, -12, -6, 1, -22
9,-4:-4, 4, 7, -11, -12, -6, 1, -19
9,-4:-4, 4, 7, -11, -12, -6, 1, -12
-4,4:5, 10, 9, 3, 10, 16, 2, -4
-4,4:5, 10, 9, 3, 10, 16, 2, -1
-4,4:5, 10, 9, 3, 10, 16, 2, 0
5,0:5, 12, 15, -3, -4, -15, 2, 9
5,0:5, 12, 15, -3, -4, 2, 9, -15
5,0:5, 12, 15, -3, -4, 2, 9, -14
5,0:5, 12, 15, -3, -4, 2, 9, -11
5,0:5, 12, 15, -3, -4, 2, 9, -4
