5,-1:-4, -6, -8, 1, -20, -5, 1
5,-1:-4, -6, -8, 1, -20, -5, 2
5,-1:-4, -6, -8, 1, -20, -5, 3
5,-1:-4, -6, -8, 1, -20, -5, 4
5,-1:-4, -6, -8, 1, -20, -5, 5
5,-1:-4, -6, -8, 1, -20, 1, -8
5,-1:-4, -6, -8, 1, -20, 1, -7
5,-1:-4, -6, -8, 1, -20, 1, -6
5,-1:-4, -6, -8, 1, -20, 1, -5
5,-1:-4, -6, -8, 1, -20, 1, -4
5,-1:-4, -6, -8, 1, -20, 1, -3
5,-1:-4, -6, -8, 1, -5, 0, -20
5,-1:-4, -6, -8, 1, -5, 0, -13
7,-3:-4, -6, 1, -8, -9, -4, 6
7,-3:-4, -6, 1, -8, -9, -4, 13
7,-3:-4, -6, 1, -8, -9, 6, -4
7,-3:-4, -6, 1, -8, -9, 6, -3
7,-3:-4, -6, 1, -8, -9, 6, -2
7,-3:-4, -6, 1, -8, -9, 6, -1
7,-3:-4, -6, 1, -8, -9, 6, 0
7,-3:-4, -6, 1, -8, -9, 6, 1
7,-3:-4, -6, 1, -8, -3, 6, -12
7,-3:-4, -6, 1, -8, -3, 6, -11
7,-3:-4, -6, 1, -8, -3, 6, -10
7,-3:-4, -6, 1, -8, -3, 6, -9
7,-3:-4, -6, 1, -8, -3, 6, -8
7,-3:-4, -6, 1, -8, -3, 6, -7
1,3:5, 2, 0, 9, -12, 3, 8
1,3:5, 2, 0, 9, -12, 3, 9
1,3:5, 2, 0, 9, -12, 3, 10
1,3:5, 2, 0, 9, -12, 3, 11
1,3:5, 2, 0, 9, -12, 3, 12
1,3:5, 2, 0, 9, -12, 3, 13
1,3:5, 2, 0, 9, -12, 9, 0
1,3:5, 2, 0, 9, -12, 9, 1
1,3:5, 2, 0, 9, -12, 9, 2
1,3:5, 2, 0, 9, -12, 9, 3
1,3:5, 2, 0, 9, -12, 9, 4
1,3:5, 2, 0, 9, -12, 9, 5
1,3:5, 2, 0, 9, 3, 8, -12
1,3:5, 2, 0, 9, 3, 8, -5
3,1:5, 2, 9, 0, -1, 4, 14
3,1:5, 2, 9, 0, -1, 4, 21
3,1:5, 2, 9, 0, -1, 14, 4
3,1:5, 2, 9, 0, -1, 14, 5
3,1:5, 2, 9, 0, -1, 14, 6
3,1:5, 2, 9, 0, -1, 14, 7
3,1:5, 2, 9, 0, -1, 14, 8
3,1:5, 2, 9, 0, -1, 14, 9
3,1:5, 2, 9, 0, 5, 14, -4
3,1:5, 2, 9, 0, 5, 14, -3
3,1:5, 2, 9, 0, 5, 14, -2
3,1:5, 2, 9, 0, 5, 14, -1
3,1:5, 2, 9, 0, 5, 14, 0
3,1:5, 2, 9, 0, 5, 14, 1
