-4,0:-4, -6, 1, 0, 0, -24, 1, 1
-4,0:-4, -6, 1, 0, 0, -24, 1, 4
-4,0:-4, -6, 1, 0, 0, -24, 1, 11
-4,0:-4, -6, 1, 0, 0, 1, 0, -24
-4,0:-4, -6, 1, 0, 0, 1, 0, -23
-4,0:-4, -6, 1, 0, 0, 1, 0, -22
-4,0:-4, -6, 1, 0, 0, 1, 0, -21
-4,0:-4, -6, 1, 0, 0, 1, 0, -20
-4,0:-4, -6, 1, 0, 0, 1, 0, -19
5,-7:-4, 2, 1, -15, -17, -3, 5, 3
-8,4:5, 2, 9, 8, 8, -16, 9, 8
-8,4:5, 2, 9, 8, 8, -16, 9, 9
-8,4:5, 2, 9, 8, 8, -16, 9, 12
-8,4:5, 2, 9, 8, 8, -16, 9, 19
-8,4:5, 2, 9, 8, 8, 9, 8, -16
-8,4:5, 2, 9, 8, 8, 9, 8, -15
-8,4:5, 2, 9, 8, 8, 9, 8, -14
-8,4:5, 2, 9, 8, 8, 9, 8, -13
-8,4:5, 2, 9, 8, 8, 9, 8, -12
-8,4:5, 2, 9, 8, 8, 9, 8, -11
1,-3:5, 10, 9, -7, -9, 5, 13, 11
